Song_title,Artist,genre,release_date,topic,len
time on my hands,oscar peterson,jazz,1954,romantic,27
just when i needed you,george jones,country,1964,sadness,47
ballad of reverend war character,silver jews,pop,1996,violence,71
done got old,buddy guy,blues,2001,world/life,24
timber i'm falling in love,patty loveless,country,1988,sadness,50
i can't kick this feeling when it hits,moodymann,jazz,1997,obscene,20
take back tomorrow,goldfish,jazz,2013,violence,65
gettin' warmed up,jason aldean,country,2018,obscene,118
there she goes,carl smith,country,1956,sadness,25
your molecular structure,mose allison,blues,1988,obscene,39
boarding,orbient,jazz,2001,obscene,163
one night stand,the expendables,reggae,2002,violence,68
just another onionhead / da da dali,todd rundgren,pop,1972,violence,98
i'm walkin',cliff richard & the shadows,pop,1959,sadness,44
it's the little things,sonny & cher,pop,1967,sadness,74
that's how i got to memphis,tom t. hall,country,1972,world/life,32
chapter 7 (feat. ty),ezra collective,jazz,2016,world/life,105
sweet dreams,chet atkins,country,1990,world/life,35
remind me who i am,jason gray,rock,2011,sadness,41
i get along without you very well (except sometimes),chet baker,jazz,1956,night/time,118
(get a) grip (on yourself),the stranglers,pop,1977,obscene,66
night life,roy orbison,pop,1962,world/life,54
just a little bit better,herman's hermits,pop,1966,romantic,59
hungry for love,stonewall jackson,country,1962,romantic,28
holiday / boulevard of broken dreams,green day,pop,2004,sadness,171
send one your love,boney james,jazz,2009,sadness,67
down by the river,the meters,jazz,2001,violence,21
pink cigarette,mr. bungle,rock,1999,sadness,72
there's only one,graham nash,country,1971,violence,34
i would have loved you all night long,keith whitley,country,2000,night/time,80
donner bell,deca,jazz,2019,violence,192
red headed woman,wade bowen,country,2010,violence,103
caryatid easy,son volt,country,1997,sadness,109
i wish i had a nickel,hank williams,country,1985,sadness,58
wishful thinking,china crisis,pop,1983,sadness,51
foolish,ashanti,pop,2002,sadness,118
survive,cas haley,reggae,2008,violence,52
feeling good,steve oliver,jazz,2006,obscene,82
weak,swv,pop,1992,violence,170
bring it on home to me,ub40,reggae,2010,music,81
times makes two,robert cray,blues,2003,sadness,73
the bends,radiohead,rock,1995,violence,84
ruff tuff,can't hang,reggae,2001,obscene,94
jimi,the marshall tucker band,blues,1980,obscene,148
if i should fall behind,bruce springsteen,rock,1992,sadness,44
blind vision,blancmange,pop,1984,violence,111
don't wanna lose you,gloria estefan,pop,1984,sadness,52
let love in,dennis brown,reggae,1974,sadness,66
nothing but love,coco montoya,blues,2000,obscene,125
too late for love,def leppard,rock,1983,night/time,64
remedy,alesso,pop,2018,world/life,120
safe in the arms of love,martina mcbride,country,1995,sadness,45
breakdown,seether,rock,2007,sadness,54
sunday morning,fourplay,jazz,2006,world/life,108
sama kama wacky brown,the brothers four,pop,1959,sadness,65
every day i have the blues (with joe williams),joe williams,jazz,1990,feelings,46
"""it’s a good day""",kay starr,jazz,2004,feelings,54
i dreamed i saw st. augustine,bob dylan,pop,1967,violence,44
nowhere to run,grand funk railroad,blues,1983,sadness,56
all alone,dennis wilson,country,1977,world/life,32
does it really make a difference (feat. mavis staples),galactic,blues,2015,world/life,62
better make it through today,eric clapton,blues,1975,world/life,9
no horse,the dead weather,blues,2010,violence,47
lay your ghosts to rest,between the buried and me,jazz,2012,violence,138
right back,brick,jazz,1981,obscene,133
i'm gonna love you too,buddy holly,pop,1958,feelings,39
slowburn,peter gabriel,pop,1977,violence,91
pictures,the statler brothers,country,1975,sadness,56
"the glow, pt. 2",the microphones,pop,2001,violence,41
neva go back,special ed,hip hop,2015,obscene,52
sweet dixie,molly hatchet,country,1983,music,107
21 guns,green day,pop,2009,sadness,84
selkies: the endless obsession,between the buried and me,jazz,2005,world/life,63
priceless,for king & country,rock,2015,violence,37
vonce #5,curtis fuller,jazz,1993,world/life,83
mouth of ghosts,the dillinger escape plan,jazz,2007,sadness,26
wanted dread and alive,peter tosh,reggae,2002,violence,87
the hollow,a perfect circle,rock,2000,violence,42
daydream,the smashing pumpkins,pop,1991,world/life,24
senior skip day,mac miller,pop,2010,obscene,170
deadbeat summer,neon indian,rock,2010,music,61
walking the floor over you,merle haggard,country,1965,sadness,31
angel,the jeff healey band,blues,1995,sadness,64
tired of waiting for you,the kinks,rock,1965,night/time,56
homestead on the farm,bobby bare,country,1963,music,42
sea of sorrow,alice in chains,rock,1990,world/life,67
easy to love,ahmad jamal,jazz,1960,world/life,88
it could've been so good,tammy wynette,country,1964,obscene,60
night and day,joe pass,jazz,1974,night/time,57
feeling this,blink-182,pop,2003,sadness,164
sound of madness,shinedown,rock,2008,violence,119
you never wanted me,jackson c. frank,rock,1965,sadness,50
glycerine,bush,pop,2005,world/life,70
moon river,nicole henry,jazz,2018,violence,94
dem know,boom boom vibration,reggae,2014,obscene,141
i am waiting,the rolling stones,rock,1966,night/time,68
the tea leaf prophecy (lay down your arms),herbie hancock,jazz,2007,music,109
if you were the only girl,louis prima,blues,1959,world/life,20
king of all the world,old 97's,country,2001,world/life,58
cry out to jesus,third day,rock,2005,sadness,79
ocelot,hiatus kaiyote,jazz,2013,obscene,33
smile,tesseract,jazz,2018,sadness,40
easy livin',uriah heep,blues,1972,sadness,29
edison's medicine,tesla,rock,1991,obscene,134
lazy ways,10cc,pop,1976,world/life,50
i can't stand up for falling down,elvis costello & the attractions,pop,1980,sadness,37
it's easy,boston,rock,1978,world/life,43
tide of tears,the parlor mob,blues,2008,sadness,115
loverboy,billy ocean,pop,1984,romantic,90
a doodlin' song,peggy lee,jazz,1979,music,60
what i'd give,sugarland,country,2008,world/life,34
satellite,rise against,pop,2011,world/life,142
cool change,little river band,pop,1979,world/life,137
walking in space,quincy jones,jazz,1969,violence,114
the blueprint,boogie down productions,hip hop,1989,obscene,130
che,suicide,pop,1977,violence,20
i go to work,us3,jazz,1993,obscene,152
i'm old fashioned,andy williams,pop,1961,music,65
somethin' goin' on,"blood, sweat & tears",pop,1968,obscene,96
my reverie,sarah vaughan,jazz,1955,world/life,21
cry baby,the mad lads,blues,1984,sadness,71
love for sale,talking heads,rock,1986,obscene,44
good enough,van halen,rock,1986,feelings,76
some broken hearts never mend,don williams,country,1977,sadness,29
jerry was a race car driver,primus,rock,1991,violence,36
claire's song,yellowjackets,jazz,1983,music,92
hummingbirds,love,country,1967,romantic,151
once in a very blue moon,dolly parton,country,1985,music,56
you really got me,oingo boingo,pop,1981,night/time,51
how high the moon,oscar peterson,jazz,1952,violence,140
blow wind blow,muddy waters,blues,1974,music,46
white light,gene clark,pop,1971,violence,93
on my own,dead moon,blues,1989,sadness,28
the difference between us,the dead weather,blues,2010,sadness,34
get at me,remy ma,hip hop,2007,obscene,165
replay,zendaya,pop,2013,music,119
time (feat. corey harris & ranking joe),easy star all-stars,reggae,2014,night/time,184
don’t look back into the sun,the libertines,rock,2007,world/life,35
long hot summer day,turnpike troubadours,country,2010,music,89
this is why i'm hot,mims,pop,2007,obscene,162
bury my body,the animals,blues,1965,violence,108
pimpin',tony yayo,hip hop,2007,obscene,52
get the message,electronic,pop,1991,world/life,72
bumping and boring,the gladiators,reggae,1982,obscene,46
tukani (monday is grey),the cleaners from venus,pop,1982,world/life,23
i lived,onerepublic,pop,2014,world/life,75
fly me to the moon,brenda lee,pop,1963,music,31
fool for you,the impressions,pop,1968,sadness,53
bad habit,the offspring,pop,1994,sadness,69
all night long,rainbow,rock,1979,night/time,108
a dream,david axelrod,jazz,1968,world/life,34
this love,pantera,rock,1992,sadness,52
the song is ended,louis armstrong,jazz,1994,music,62
my adobe hacienda,bob wills,country,1967,world/life,21
blame it on texas,mark chesnutt,country,1990,sadness,50
some heads are gonna roll,judas priest,rock,1984,violence,71
my heroine,silverstein,pop,2005,world/life,79
right here waiting,richard marx,pop,1989,sadness,50
buried in blue,"harry connick, jr.",jazz,1990,violence,52
let me down easy,johnny cash,country,1962,sadness,18
downside of growing up,maddie & tae,country,2015,world/life,80
best thing that ever happened to me,gladys knight & the pips,pop,1973,world/life,48
remember the heroes,sammy hagar,rock,1982,world/life,90
situation,jeff beck,blues,1971,world/life,74
imagine,keb' mo',blues,2004,world/life,46
up in the air,thirty seconds to mars,rock,2013,world/life,38
find us (in the back of the club),the beatnuts,hip hop,2017,obscene,68
space song,beach house,pop,2015,sadness,55
give a damn,"hank williams, jr.",country,1981,obscene,69
stop the hate,clinton fearon,reggae,2004,violence,99
when i fall,steve earle,country,2000,sadness,43
the fight song,supersuckers,blues,2003,violence,60
the executioner,the black angels,blues,2014,violence,87
narcolepsy,third eye blind,pop,1997,sadness,92
rockin' all night,ritchie valens,pop,1959,romantic,64
sleeping bag,zz top,rock,1985,violence,51
hey hey hey,uncle kracker,country,2019,obscene,78
winter time,steve miller band,blues,1977,music,49
basketball,bow wow,pop,2002,obscene,122
tonight,andy williams,pop,1962,night/time,33
and the hero will drown,story of the year,pop,2003,sadness,50
(i'm always touched by your) presence dear,blondie,pop,1978,romantic,62
i'll never break your heart,backstreet boys,pop,1996,sadness,101
"gone, gone, gone",the everly brothers,pop,1964,feelings,39
214,rivermaya,pop,2001,world/life,57
february seven,the avett brothers,country,2012,world/life,84
how do you do it?,gerry & the pacemakers,pop,1984,sadness,34
tabloid junkie,michael jackson,pop,1995,violence,141
take it as you want (parto opos thes),terror x crew,hip hop,2012,sadness,23
come down,anthony gomes,blues,2018,night/time,133
from day to day,gene chandler,pop,1962,violence,35
either or either,patra,reggae,1995,world/life,85
cincinnati fireball,johnny burnette,pop,1960,romantic,84
drifting away from you,the drifters,pop,1958,sadness,41
jack palance,van dyke parks,pop,1972,obscene,24
not fade away,mick fleetwood,blues,1981,sadness,58
that's my home,louis prima,blues,1959,music,29
another day (another letter),boz scaggs,pop,1969,world/life,38
be ever wonderful,"earth, wind & fire",jazz,1977,night/time,48
give me one good reason,blink-182,pop,2001,obscene,69
accidents never happen,blondie,pop,1979,world/life,58
pains of love,the new birth,jazz,1973,sadness,147
long nights,eddie vedder,rock,2007,world/life,13
tears,django reinhardt,jazz,1970,romantic,50
better man,beth hart,blues,2012,obscene,51
bang bang,green day,rock,2016,violence,39
don't walk away,danger danger,rock,1989,sadness,76
church,galactic,blues,1996,music,13
mobius streak,hiatus kaiyote,jazz,2013,sadness,49
leila,zz top,blues,1981,sadness,38
stone cold believer,38 special,country,1979,violence,47
i've got time,soja,reggae,2006,sadness,51
that's why i pray,big & rich,country,2012,world/life,99
kielbasa,tenacious d,rock,2001,obscene,92
i'm not that nigga!,bone thugs-n-harmony,hip hop,2014,obscene,93
scentless apprentice,nirvana,rock,1993,sadness,50
america drinks,frank zappa,jazz,1967,sadness,51
old records,jamie berry,jazz,2013,music,47
i could be the one (avicii vs. nicky romero),avicii,pop,2012,feelings,35
maggot brain,funkadelic,rock,1971,violence,19
i man come again,johnny clarke,reggae,1978,obscene,161
cold rain and snow,grateful dead,rock,1967,music,42
"goodnite sweetheart, goodnite",the spaniels,blues,2018,night/time,63
this is goodbye,randy rogers band,country,2008,sadness,54
energy,drake,pop,2015,obscene,169
obfuscation,between the buried and me,jazz,2009,violence,118
it must be a river,billy bragg,country,1984,sadness,55
children,america,country,1972,world/life,74
a thing of the past,phyllis dillon,reggae,1989,world/life,49
dreams of the everyday housewife,glen campbell,pop,1968,world/life,61
he's just an old love turned memory,tammy wynette,country,1976,world/life,46
just a lil bit,50 cent,pop,2005,obscene,185
only in your heart,america,country,1972,world/life,73
no one else on earth,wynonna,country,1992,sadness,60
everything i've got,blossom dearie,jazz,1957,violence,62
only when you leave,spandau ballet,rock,2000,sadness,69
steelo,702,pop,1996,obscene,106
how are you true,cage the elephant,blues,2015,world/life,67
heaven must have sent you,the elgins,pop,1992,romantic,92
expiration date,blockhead,jazz,2005,obscene,7
our guessing game,the moody blues,pop,1971,world/life,91
the woman in me (needs the man in you),shania twain,pop,1995,romantic,48
local still,nazareth,blues,1983,obscene,100
something my heart trusts,yazmin lacey,jazz,2018,world/life,57
blue jean blues,zz top,blues,1975,music,17
"never again, again",lee ann womack,country,1997,sadness,24
save me,queen,rock,1980,world/life,68
always,blink-182,pop,2003,romantic,62
playas gon' play,3lw,pop,2000,obscene,186
who walks in when i walk out?,ella fitzgerald,blues,1995,sadness,35
would you like to swing on a star?,dave van ronk,blues,1976,obscene,75
lament,tesseract,jazz,2011,sadness,32
good timin',the beach boys,pop,1979,feelings,78
gangsta lean,the gourds,country,1999,violence,77
wait so long,trampled by turtles,pop,2010,night/time,23
i'll be your jonny on the spot,ween,rock,1997,obscene,36
notice me,migos,pop,2018,obscene,197
back door stranger,38 special,country,1982,violence,81
don't you believe her,ray price,country,1966,world/life,35
is this love?,alison moyet,pop,1984,world/life,61
sound and vision,david bowie,rock,1977,music,14
bassment jazz,flofilz,jazz,2015,obscene,134
like you that way,canaan smith,country,2017,obscene,112
the coldest day of winter,robert earl keen,country,1984,sadness,67
flaws,bastille,rock,2013,violence,80
you,a great big world,rock,2018,world/life,56
person to person,elmore james,blues,1990,music,88
lie,alborosie,reggae,2018,world/life,126
down to the sea,robert plant,blues,1993,world/life,38
something to remember you by,etta jones,jazz,1960,world/life,15
down to my last broken heart,janie fricke,country,1979,sadness,55
"i've seen all good people: a. your move, b. all good people",yes,jazz,1971,world/life,148
good side,goodbye june,blues,2017,violence,120
all my love in vain,sonny boy williamson ii,country,1959,sadness,32
somebody’s trying to steal my heart,kyle park,country,2005,sadness,45
how ya like me now (re-recorded / remastered),kool moe dee,hip hop,2009,obscene,87
lover lover lover,leonard cohen,pop,1974,romantic,150
point of view,jo mersa marley,reggae,2018,night/time,143
hot house of omagararshid,the yardbirds,blues,1966,violence,8
lay lady lay,the byrds,pop,1969,night/time,54
wreck,gentle giant,jazz,1971,romantic,80
do the damn thing,killah priest,hip hop,2011,obscene,61
sunshine of your love,ella fitzgerald,blues,2014,night/time,47
money,lucky dube,reggae,2001,world/life,52
ghost town,adam lambert,pop,2015,violence,75
circadian rhythm (last dance),silversun pickups,rock,2015,sadness,48
push comes to shove,van halen,rock,1981,sadness,50
could you be the one?,hüsker dü,pop,1987,sadness,31
"tamborim, cuíca, ganzá, berimbau",azymuth,jazz,1977,sadness,99
forever,drake,pop,2009,obscene,158
can't stand the pressure,aswad,reggae,1976,violence,60
the ballad of mad dogs and englishmen,leon russell,country,1971,violence,83
down with the clown,insane clown posse,rock,1997,obscene,116
over my head (better off dead),sum 41,pop,2002,violence,83
dance all night,ryan adams & the cardinals,country,2005,night/time,51
lysergic bliss,of montreal,pop,2004,sadness,59
love don't care (whose heart it breaks),earl thomas conley,country,1981,sadness,59
breaking out,santana,blues,1985,sadness,55
end game,robin trower,blues,1981,violence,55
squeeze breast,mavado,reggae,2007,obscene,165
till the end of the night,the stooges,blues,2017,world/life,46
against all odds (take a look at me now),mariah carey,pop,1999,sadness,58
the perfect space,the avett brothers,country,2009,world/life,56
"honey, i'm home",shania twain,pop,1997,violence,89
skin and bones,cage the elephant,blues,2019,sadness,112
mansions,the mamas & the papas,pop,1968,world/life,69
cumin' atcha live,tesla,rock,1986,world/life,86
in your eyes,kylie minogue,pop,2001,sadness,26
i'll be long gone,boz scaggs,pop,1969,world/life,81
the most cursed of hands / who am i,the dear hunter,jazz,2016,violence,105
confessin' my love,shawn camp,country,1993,night/time,68
in the name of love,roberta flack,jazz,1982,sadness,37
keep your arms around me,otis redding,blues,1965,romantic,35
love is a mystery,the marshall tucker band,country,1978,sadness,30
santy anno,odetta,blues,1954,sadness,58
white rabbit,grace potter & the nocturnals,blues,2010,violence,48
fine and dandy,anita o'day,jazz,1955,sadness,71
abandoned luncheonette,daryl hall & john oates,rock,1973,violence,55
night songs,cinderella,rock,1986,night/time,66
remote control,the clash,rock,1977,obscene,64
house in the woods,tom petty,rock,1994,world/life,38
psycho mafia,the fall,blues,1979,violence,38
brain cells,villain park,jazz,2015,obscene,58
givin' up food for funk,the j.b.'s,jazz,1986,obscene,12
brothers and sisters,ziggy marley & the melody makers,reggae,1993,world/life,89
why don't you do right,julie london,jazz,1961,obscene,25
redneck life,chris janson,country,2017,world/life,108
the great gig in the sky,pink floyd,rock,1973,violence,8
not today,imagine dragons,rock,2016,sadness,37
september song,the impressions,blues,1964,world/life,37
wonderful,ja rule,pop,2004,obscene,196
falling down,joe walsh,country,1974,sadness,74
honky tonk healin',david ball,country,1994,sadness,87
my one and only love,chris botti,jazz,2005,romantic,41
bottom of the deep blue sea,missio,rock,2017,violence,40
stardust,dave brubeck,jazz,1983,sadness,42
getting closer,wings,pop,1979,night/time,69
love song,simple minds,pop,1981,sadness,76
stay in time,off broadway,pop,1980,night/time,65
i'm a rocker,bruce springsteen,rock,1980,sadness,86
still doin' time,george jones,country,1971,obscene,63
little horn,marilyn manson,rock,1996,violence,75
out on a wire,dead moon,blues,1988,obscene,56
9 crimes,damien rice,pop,2006,night/time,91
cemetery gates,pantera,rock,1990,sadness,37
medley:,dolly parton,country,1997,music,88
money and the power,kid ink,pop,2013,obscene,147
kay,daryle singletary,country,2002,violence,69
some way,nav,pop,2017,obscene,147
prettiest cop on the block,alice cooper,blues,1981,obscene,131
lose the right,the dead weather,blues,2015,violence,53
long way back from hell,danzig,rock,1990,violence,97
sister kate,dave van ronk,blues,1964,music,48
indescribable,chris tomlin,rock,2011,sadness,72
our swimmer,wire,blues,1979,violence,66
let's lock the door (and throw away the key),jay & the americans,pop,1964,sadness,85
nothing else matters,metallica,rock,1991,world/life,23
when you got a good friend,robert johnson,blues,1990,night/time,56
all i really want to do,the byrds,pop,1965,obscene,46
breaking up is hard to do,neil sedaka,pop,1960,sadness,40
if i were a painting,kenny rogers,country,1990,violence,40
bent,matchbox twenty,pop,2000,violence,69
a.d. 1928,styx,rock,1981,night/time,22
sweet disposition,the temper trap,rock,2009,romantic,22
"ooh baby, baby",linda ronstadt,country,1978,sadness,37
hot diggity (dog ziggity boom),perry como,pop,1975,romantic,85
what is there to say?,ella fitzgerald,blues,1954,sadness,33
don't sweat the technique,eric b. & rakim,hip hop,2015,obscene,49
falling into you,céline dion,pop,1996,sadness,72
ram on,paul mccartney,rock,1971,sadness,22
summer days,the partridge family,pop,1974,world/life,71
the lamb ran away with the crown,judee sill,country,1971,sadness,60
cucurucucú paloma,willie colón,jazz,1981,violence,108
feel a whole lot better,tom petty,pop,1989,feelings,38
the story of life (all this is mine),dean martin,jazz,1961,world/life,60
all this time,wayne wonder,reggae,1992,sadness,73
drown in my own tears,ray charles,blues,1957,sadness,54
days is almost gone,the derek trucks band,blues,2009,world/life,41
hole in the world,eagles,rock,2003,world/life,56
break apart,bonobo,jazz,2016,sadness,67
good times,willie nelson,country,1968,night/time,62
orgasmatron,motörhead,rock,1979,violence,76
i like this kind of party,louis armstrong,jazz,1966,obscene,95
refuge,matisyahu,reggae,2004,violence,87
breadfan,metallica,rock,1998,sadness,87
pictures,system of a down,rock,2002,night/time,70
near wild heaven,r.e.m.,pop,1991,sadness,155
i just want you,lorrie morgan,country,1994,sadness,56
fool,robin trower,blues,1978,sadness,63
loser,beck,pop,1994,violence,145
reelin' and rockin',conway twitty,country,1961,obscene,98
i drove all night,céline dion,pop,2003,night/time,101
tonight (we need a lover),mötley crüe,rock,1985,night/time,63
comin' in hot,jason aldean,country,2016,obscene,120
invisible sun,aswad,reggae,1999,world/life,66
aunt avis,widespread panic,blues,1997,world/life,63
alligator blood,bring me the horizon,rock,2010,violence,156
shang i,the hippy boys,reggae,1969,music,155
off the record,aaron watson,country,2003,sadness,73
forever blue,little river band,country,1986,sadness,43
remember,jimi hendrix,blues,1967,music,72
hush,hellyeah,rock,2014,violence,94
if you wanna get to heaven,"hank williams, jr.",country,1982,night/time,90
close your eyes,the five keys,blues,1989,sadness,51
my gal is red hot,ronnie hawkins,blues,1959,obscene,51
why do fools fall in love,the diamonds,blues,1996,sadness,41
they tell me it's summer,the fleetwoods,blues,1993,music,51
"god rest ye merry, gentlemen",mantovani,pop,1958,world/life,53
pain,black uhuru,reggae,1987,sadness,55
midwest invasion,twista,hip hop,2007,obscene,154
"snap your fingers, snap your neck",prong,rock,1994,violence,104
fly on the wall,ac/dc,rock,1985,violence,50
squatty roo,ella fitzgerald,blues,1957,music,7
hillbilly bone (feat. trace adkins),blake shelton,country,2010,violence,126
make me smile,chicago,rock,1970,sadness,38
big shot,billy joel,rock,1978,violence,82
lonely town,bobby bare,country,1964,sadness,22
honky tonk badonkadonk,trace adkins,country,2005,obscene,176
about a bird,fantastic negrito,blues,2017,violence,60
glazin',jacuzzi boys,rock,2011,obscene,30
mandinka,sinéad o'connor,pop,1987,sadness,54
61 seconds,the outfield,pop,1985,night/time,46
clyde,dr. hook,pop,1978,music,75
givin the dog a bone,ac/dc,rock,1980,violence,80
the young & the hopeless,good charlotte,pop,2002,world/life,90
the ghost of macon jones,joe bonamassa,blues,2018,violence,103
the itchy glowbo blow,cocteau twins,pop,1988,world/life,56
ethanai periya,t. m. soundararajan,pop,1953,world/life,74
giving thanks,beres hammond,reggae,1994,world/life,114
lonely soul,unkle,pop,1998,sadness,124
to susan on the west coast waiting,donovan,rock,1964,violence,79
back for more,ratt,rock,1984,sadness,26
last kind words blues,geeshie wiley,blues,2007,sadness,74
it won't matter anyway,shotgun rider,country,2016,violence,144
icb,new order,pop,1981,sadness,43
a fine romance,billie holiday,blues,1992,romantic,50
san quentin,nahko and medicine for the people,reggae,2016,world/life,160
if you got it,gordon lightfoot,country,1967,sadness,35
(i don't have) anymore love songs,merle haggard,country,1980,music,31
flowers and booze,ocean alley,reggae,2018,night/time,72
the jezebel spirit,brian eno,pop,1981,violence,76
another day,galaxie 500,pop,1989,world/life,21
tokyo,melodiesinfonie,jazz,2018,violence,175
the tables are turnin',einstein,hip hop,1990,obscene,183
loved ones,bluntone,jazz,2017,violence,69
me and your cigarettes,miranda lambert,country,2009,obscene,36
stand by,mose allison,blues,1962,world/life,22
rockaway,summer salt,rock,2015,night/time,25
on your face,konshens,reggae,2012,obscene,83
out of the blue,george benson,jazz,1984,sadness,22
soul experience,iron butterfly,blues,1969,world/life,35
my foolish heart,billy eckstine,jazz,1994,sadness,39
she's long gone,the black keys,blues,2010,night/time,37
she's keepin time,bachman-turner overdrive,country,1975,night/time,68
shatter me featuring lzzy hale,lindsey stirling,pop,2014,violence,23
warriors,ky-mani marley,reggae,2001,obscene,131
lonely but only for you,k.t. oslin,country,1987,sadness,39
jimmy's gang,parov stelar,jazz,2012,romantic,31
to you (feat. brian mcknight),"earth, wind & fire",jazz,2005,sadness,79
foolish pride,travis tritt,country,1994,sadness,102
never going back,the score,rock,2017,violence,33
hide your love,jonny lang,blues,2003,sadness,52
crying,björk,pop,1993,sadness,49
one belief away,bonnie raitt,blues,2003,sadness,36
reggae radio station,third world,reggae,1993,music,99
gone hollywood,supertramp,rock,1979,world/life,81
waltzing back,the cranberries,pop,1993,world/life,66
if i had a hammer (the hammer song),sam cooke,pop,1964,music,80
laughing on the outside (crying on the inside),dinah shore,jazz,1995,sadness,43
can't sleep at night,susan tedeschi,blues,2008,night/time,50
no pressure,justin bieber,pop,2015,night/time,195
surfin' bird,ramones,rock,1977,music,73
three time loser,dan seals,country,1986,night/time,101
cherry tree,"10,000 maniacs",pop,1987,violence,58
just for money,paul hardcastle,jazz,1985,obscene,147
hate to feel,alice in chains,rock,1992,sadness,126
you say you will,trisha yearwood,country,1992,world/life,30
softly and tenderly,randy travis,country,2003,music,61
i got it made (re-recorded/remasterd),special ed,hip hop,2009,obscene,62
relentless,kansas,pop,1980,world/life,67
(sittin' on) the dock of the bay,glen campbell,pop,1968,obscene,71
goodbye bread,ty segall,blues,2011,music,38
life of the party,debbie davies,blues,2015,violence,105
i crave my pig meat,blind boy fuller,blues,1992,world/life,86
so far away,dire straits,rock,1985,sadness,31
you're my best friend,queen,rock,1975,world/life,53
checkin' up on my baby,sonny boy williamson ii,blues,1965,music,29
roxanne,sly & robbie,reggae,1986,obscene,192
"champagne for my real friends, real pain for my sham friends",fall out boy,pop,2005,violence,100
a million and one,dean martin,jazz,2014,world/life,43
yesterday's mistakes,oi va voi,jazz,2003,world/life,106
guess who's coming to dinner,black uhuru,reggae,1980,world/life,94
highway star,deep purple,blues,1972,violence,95
drifter,iron maiden,rock,1981,music,61
life's too short to love like that,faith hill,country,1993,world/life,76
"touch me, lord jesus",lavern baker,pop,1959,romantic,44
say yes,floetry,pop,2002,night/time,75
barton hollow,the civil wars,pop,2011,violence,62
my own way,duran duran,pop,1982,obscene,29
street hop 2010,"royce da 5'9""",hip hop,2009,obscene,143
two rights,the allman brothers band,blues,1981,sadness,59
moonlight lover,joya landis,reggae,1968,romantic,21
love all the hurt away,george benson,jazz,1981,sadness,85
shadow,soja,reggae,2014,violence,101
you're my witness,clay walker,country,2007,world/life,53
night nurse,gregory isaacs,reggae,1982,night/time,63
the black swan,nina simone,blues,1963,violence,54
silly crush,masaki matsubara,pop,1983,sadness,102
moonlight bay,the drifters,pop,1958,music,37
two hearts,special efx,jazz,2001,world/life,111
camilo,chadwick stokes,reggae,2006,violence,117
shoeshine boy,eddie kendricks,jazz,1974,world/life,58
lorena,john hartford,country,1984,world/life,118
vertigo,khalid,pop,2018,sadness,136
tooth fang & claw,ted nugent,blues,2012,world/life,152
brave man's death,j. roddy walston & the business,blues,2010,violence,173
all day all night,ziggy marley & the melody makers,reggae,1999,world/life,51
broken hearted blues,t. rex,blues,1973,music,47
"woman, sensuous woman",mark chesnutt,country,1993,world/life,65
experience,gentle giant,jazz,1973,world/life,64
what's love (feat. akon),shaggy,reggae,2007,obscene,163
get outta my car,hasil adkins,blues,2007,obscene,123
summer depression,girl in red,pop,2018,music,86
little talks,of monsters and men,pop,2012,violence,108
that's how strong my love is,the youngbloods,pop,1971,feelings,56
radar,morphine,blues,1995,world/life,45
100 years,five for fighting,pop,1997,world/life,65
trust in me,etta james,blues,1960,world/life,38
shocking out,ini kamoze,reggae,1988,violence,57
the legend of bonnie and clyde,merle haggard,country,1968,violence,61
(ghost) riders in the sky,chris ledoux,country,1991,violence,90
i want out,helloween,rock,1988,world/life,32
waiting for you,grizfolk,rock,2015,night/time,97
$50 dollars and a flask of crown,bleu edmondson,country,2008,violence,8
can't use me,john holt,reggae,1983,obscene,161
walk of shame,deap vally,blues,2013,sadness,60
all day all night,moon taxi,rock,2015,night/time,77
tetrastructural minds,vektor,jazz,2011,violence,108
opiate,tool,rock,1992,violence,50
four kicks,kings of leon,rock,2004,obscene,31
way out,krizz kaliko,country,2012,obscene,112
sometimes,flamin' groovies,pop,1976,sadness,34
soulin,j.j. cale,blues,1972,obscene,20
i can't love you back,easton corbin,country,2010,world/life,36
possession,iron butterfly,blues,1968,sadness,8
baby's got a hold on me,nitty gritty dirt band,country,1984,romantic,75
journey to a rainbow,chuck mangione,jazz,1973,sadness,51
since i don't have you,the skyliners,pop,1986,sadness,14
a reunion,gentle giant,jazz,1973,world/life,45
takin it to the streets,quincy jones,jazz,1978,violence,142
take these chains from my heart,ray price,country,1966,sadness,34
we will rise,dirty heads,reggae,2012,violence,72
matilda,alt-j,rock,2012,violence,36
i see a darkness,johnny cash,country,2000,world/life,42
"10,000 reasons (bless the lord) [feat. avion blackman]",christafari,reggae,2015,world/life,59
distopian dream girl,built to spill,pop,1994,world/life,56
hip hop kid,afu-ra,hip hop,2012,world/life,50
my ride,nappy roots,hip hop,2019,obscene,87
reggae train,kapena,pop,1992,feelings,188
you make loving fun,fleetwood mac,rock,1977,world/life,37
joy and pain,count basic,jazz,1996,obscene,189
jacki,the cars,pop,1984,obscene,128
sweet dreams,roy buchanan,blues,1972,world/life,32
penthouse serenade,erroll garner,jazz,1987,world/life,43
falling in love with you,the impressions,blues,1965,sadness,44
sukiyaki,chet atkins,country,1964,sadness,46
night life,willie nelson,country,1965,world/life,38
let's seize the time,jimmy cliff,reggae,1973,night/time,50
the nearness of you,michael brecker,jazz,2001,romantic,38
flick of the switch,ac/dc,rock,1983,violence,85
